round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset
1,2.306295122528076,0.1243,0.06064721351294915,0.5342263677085135,0.9586,33731360,33731360,932.9040994644165,10,mnist
2,0.2050161557197571,0.9586,0.9580879314851529,0.9986006764363282,0.9807,33731360,67462720,932.9040994644165,10,mnist
3,0.062311182119697335,0.9807,0.9806794269884145,0.9997590865565703,0.9849,33731360,101194080,932.9040994644165,10,mnist
4,0.04402222053818405,0.9849,0.9848348273952846,0.9998771843158337,0.9875,33731360,134925440,932.9040994644165,10,mnist
5,0.037603885246254506,0.9875,0.9874218213553801,0.9999103473928376,0.9884,33731360,168656800,932.9040994644165,10,mnist
6,0.032340246756514535,0.9884,0.9882852167581279,0.9999341093995906,0.0,33731360,202388160,932.9040994644165,10,mnist
