round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset
1,2.312947547531128,0.1185,0.04655202583656255,0.45737939638751274,0.9498,40477632,40477632,1274.1404452323914,12,mnist
2,0.3101232630968094,0.9498,0.9496086985332207,0.9979229334923216,0.9776,40477632,80955264,1274.1404452323914,12,mnist
3,0.07286130637601018,0.9776,0.9775794587708925,0.9996604232817854,0.9815,40477632,121432896,1274.1404452323914,12,mnist
4,0.05291959567517042,0.9815,0.9814125606363977,0.9998264467807789,0.9853,40477632,161910528,1274.1404452323914,12,mnist
5,0.04309467180334032,0.9853,0.9852204089189206,0.9998827898446295,0.9877,40477632,202388160,1274.1404452323914,12,mnist
6,0.03625298310238868,0.9877,0.9876155608071151,0.9999134925913304,0.0,40477632,242865792,1274.1404452323914,12,mnist
