round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset
1,2.307736862182617,0.1102,0.04655785388029857,0.4834693675005105,0.9803,6746272,6746272,310.91274213790894,2,mnist
2,0.07143956772387028,0.9803,0.9801453475781294,0.9998120785438942,0.9901,6746272,13492544,310.91274213790894,2,mnist
3,0.03201481639053672,0.9901,0.9899698445855962,0.999934675093108,0.9908,6746272,20238816,310.91274213790894,2,mnist
4,0.028595334012014792,0.9908,0.9906819488358061,0.9999466481228078,0.991,6746272,26985088,310.91274213790894,2,mnist
5,0.026610945643455487,0.991,0.9908833161371577,0.9999559954742686,0.9901,6746272,33731360,310.91274213790894,2,mnist
6,0.028046894776448606,0.9901,0.9900119816436082,0.9999277222888759,0.0,6746272,40477632,310.91274213790894,2,mnist
