round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset
1,2.299492593383789,0.105,0.02727774680115321,0.5661295277777778,0.8005,40477632,40477632,267.82799005508423,12,fashion_mnist
2,0.66250296459198,0.8005,0.7897454472477005,0.9778299555555556,0.8468,40477632,80955264,267.82799005508423,12,fashion_mnist
3,0.4322865050792694,0.8468,0.8438193088565613,0.9843460666666667,0.866,40477632,121432896,267.82799005508423,12,fashion_mnist
4,0.3768397706031799,0.866,0.8641304600713304,0.98728275,0.8749,40477632,161910528,267.82799005508423,12,fashion_mnist
5,0.34543452625274657,0.8749,0.8737782883326831,0.9889690555555555,0.8805,40477632,202388160,267.82799005508423,12,fashion_mnist
6,0.33642338428497315,0.8805,0.8786798905331701,0.9897824555555556,0.0,40477632,242865792,267.82799005508423,12,fashion_mnist
