round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset
1,2.303238145446777,0.1016,0.021489395156100814,0.5414988833333333,0.8731,6746272,6746272,521.2887370586395,2,fashion_mnist
2,0.37555361819267274,0.8731,0.8702277191301974,0.9894622222222222,0.8991,6746272,13492544,521.2887370586395,2,fashion_mnist
3,0.27972111291885376,0.8991,0.8986747581862152,0.9927114333333333,0.9064,6746272,20238816,521.2887370586395,2,fashion_mnist
4,0.2562679466724396,0.9064,0.9061935627983084,0.9937416444444445,0.9175,6746272,26985088,521.2887370586395,2,fashion_mnist
5,0.23306858541965483,0.9175,0.9171715455827805,0.9944022555555554,0.9173,6746272,33731360,521.2887370586395,2,fashion_mnist
6,0.2337519071817398,0.9173,0.9171800031706188,0.994541188888889,0.0,6746272,40477632,521.2887370586395,2,fashion_mnist
