round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset
1,2.3066173252105715,0.1021,0.02225452471216383,0.4803385166666666,0.7988,33731360,33731360,241.74244737625122,10,fashion_mnist
2,0.645035804271698,0.7988,0.7963362868586892,0.9795216777777777,0.8608,33731360,67462720,241.74244737625122,10,fashion_mnist
3,0.39177661809921266,0.8608,0.8564547194990595,0.9867033777777777,0.8755,33731360,101194080,241.74244737625122,10,fashion_mnist
4,0.34750087769031524,0.8755,0.8738044314130434,0.9890303777777779,0.8836,33731360,134925440,241.74244737625122,10,fashion_mnist
5,0.32032457129955294,0.8836,0.8824573290030087,0.9904021555555556,0.8878,33731360,168656800,241.74244737625122,10,fashion_mnist
6,0.3095745012760162,0.8878,0.8862108453558799,0.9911118555555556,0.0,33731360,202388160,241.74244737625122,10,fashion_mnist
