round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.3063230014801026,0.1036,0.03887003688819262,0.480605088888889,0.0,33777440,33777440,2770.4859611988068,10,cifar10,label,0.1,10
2,1.915898372077942,0.3997,0.3386964977609882,0.8738649055555555,0.0,33777440,67554880,2770.4859611988068,10,cifar10,label,0.1,10
3,1.4875216623306275,0.4572,0.41735578430635545,0.9015553166666667,0.0,33777440,101332320,2770.4859611988068,10,cifar10,label,0.1,10
4,1.4228394886016846,0.5505,0.5322325180279357,0.9187916333333332,0.0,33777440,135109760,2770.4859611988068,10,cifar10,label,0.1,10
5,1.4731261693954467,0.5728,0.5537412998833992,0.9238829944444443,0.0,33777440,168887200,2770.4859611988068,10,cifar10,label,0.1,10
6,1.570358784866333,0.5908,0.5757064043508124,0.9274486666666666,0.0,33777440,202664640,2770.4859611988068,10,cifar10,label,0.1,10
