round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size
1,2.3025737823486327,0.11,0.033642307364726245,0.5315468777777779,0.2265,33777440,33777440,1713.120745897293,10,cifar10,label,0.1,0.01,1,64
2,2.331320482635498,0.2265,0.11705844668322522,0.7709403333333333,0.3081,33777440,67554880,1713.120745897293,10,cifar10,label,0.1,0.01,1,64
3,2.213690036392212,0.3081,0.215371169927267,0.820078488888889,0.3455,33777440,101332320,1713.120745897293,10,cifar10,label,0.1,0.01,1,64
4,1.9729228158950807,0.3455,0.243964150431958,0.8544911388888888,0.3783,33777440,135109760,1713.120745897293,10,cifar10,label,0.1,0.01,1,64
5,1.9599104530334472,0.3783,0.29599738719736857,0.8722189666666667,0.3968,33777440,168887200,1713.120745897293,10,cifar10,label,0.1,0.01,1,64
6,1.8072068271636963,0.3968,0.307215846589672,0.8916102166666665,0.0,33777440,202664640,1713.120745897293,10,cifar10,label,0.1,0.01,1,64
