round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.302649361038208,0.1114,0.03720348915059503,0.5106638833333335,0.2402,33777440,33777440,287.3245027065277,10,cifar10,label,0.1,1
2,2.3779169998168945,0.2402,0.14050590633704382,0.7375756777777778,0.3716,33777440,67554880,287.3245027065277,10,cifar10,label,0.1,1
3,1.8989264068603515,0.3716,0.28631762601216404,0.8279411555555555,0.2571,33777440,101332320,287.3245027065277,10,cifar10,label,0.1,1
4,1.9533317016601563,0.2571,0.17561629415933547,0.8384909611111111,0.4005,33777440,135109760,287.3245027065277,10,cifar10,label,0.1,1
5,1.7073457725524903,0.4005,0.3141596030643389,0.8636390277777778,0.2556,33777440,168887200,287.3245027065277,10,cifar10,label,0.1,1
6,2.131701345825195,0.2556,0.16400578513234793,0.8482787444444446,0.0,33777440,202664640,287.3245027065277,10,cifar10,label,0.1,1
