round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.302715283203125,0.1109,0.04603002882079446,0.5191301,0.0,33777440,33777440,4492.088673591614,10,cifar10,quantity,0.1,5
2,0.816450506401062,0.7156,0.7160091673445923,0.9601541666666666,0.0,33777440,67554880,4492.088673591614,10,cifar10,quantity,0.1,5
3,0.8410951257705689,0.7297,0.7301216644961684,0.9641318722222223,0.0,33777440,101332320,4492.088673591614,10,cifar10,quantity,0.1,5
4,0.9518879909515381,0.7315,0.7306919279158385,0.9630209055555555,0.0,33777440,135109760,4492.088673591614,10,cifar10,quantity,0.1,5
5,1.1900950790405274,0.7307,0.7313782204895823,0.9614846833333333,0.0,33777440,168887200,4492.088673591614,10,cifar10,quantity,0.1,5
6,1.4232564430236816,0.7353,0.7324065183690349,0.9612727611111112,0.0,33777440,202664640,4492.088673591614,10,cifar10,quantity,0.1,5
