round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size
1,2.3099891288757326,0.0711,0.03127029811443952,0.4465675222222222,0.5285,33777440,33777440,414.9933032989502,10,cifar10,quantity,0.1,0.01,10,64
2,1.400095220375061,0.5285,0.5133847852785292,0.9031635777777778,0.6053,33777440,67554880,414.9933032989502,10,cifar10,quantity,0.1,0.01,10,64
3,1.1521498119354248,0.6053,0.6021202881435989,0.9247681055555557,0.6222,33777440,101332320,414.9933032989502,10,cifar10,quantity,0.1,0.01,10,64
4,1.3117249961853028,0.6222,0.6215791055683191,0.9264041888888889,0.6149,33777440,135109760,414.9933032989502,10,cifar10,quantity,0.1,0.01,10,64
5,1.6271298231124878,0.6149,0.6117681189790675,0.9232996166666668,0.6152,33777440,168887200,414.9933032989502,10,cifar10,quantity,0.1,0.01,10,64
6,1.9004415695190429,0.6152,0.6164619514549908,0.9228230333333333,0.0,33777440,202664640,414.9933032989502,10,cifar10,quantity,0.1,0.01,10,64
