round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size
1,2.307241295623779,0.1026,0.03026346426330729,0.46725157222222224,0.344,33777440,33777440,3400.756210565567,10,cifar10,label,0.1,0.01,10,64
2,2.015847356033325,0.344,0.23853250500864412,0.8497168,0.3802,33777440,67554880,3400.756210565567,10,cifar10,label,0.1,0.01,10,64
3,1.7801534986495973,0.3802,0.2818518526325861,0.8809456611111113,0.4343,33777440,101332320,3400.756210565567,10,cifar10,label,0.1,0.01,10,64
4,1.5826962886810303,0.4343,0.34793371030763054,0.9032914222222221,0.4766,33777440,135109760,3400.756210565567,10,cifar10,label,0.1,0.01,10,64
5,1.442137356185913,0.4766,0.40600143936533445,0.9181019111111113,0.515,33777440,168887200,3400.756210565567,10,cifar10,label,0.1,0.01,10,64
6,1.3861898239135741,0.515,0.4631250964134554,0.924078988888889,0.0,33777440,202664640,3400.756210565567,10,cifar10,label,0.1,0.01,10,64
