round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.3055207973480223,0.1066,0.029478054821030254,0.5066871888888888,0.4363,33777440,33777440,3010.73201918602,10,cifar10,quantity,0.3,5
2,2.5190426357269287,0.4363,0.3994591642219548,0.8812664333333332,0.3607,33777440,67554880,3010.73201918602,10,cifar10,quantity,0.3,5
3,3.0642054292678833,0.3607,0.3196728855159917,0.8726770500000001,0.5148,33777440,101332320,3010.73201918602,10,cifar10,quantity,0.3,5
4,3.1533157707214357,0.5148,0.473456570517046,0.9128944666666665,0.3462,33777440,135109760,3010.73201918602,10,cifar10,quantity,0.3,5
5,5.273683266448975,0.3462,0.29944022285828287,0.8624988722222223,0.4854,33777440,168887200,3010.73201918602,10,cifar10,quantity,0.3,5
6,5.195349644470215,0.4854,0.4383764825045694,0.9046142833333335,0.0,33777440,202664640,3010.73201918602,10,cifar10,quantity,0.3,5
