round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.3030715419769288,0.1177,0.04385774425961555,0.5278863611111111,0.3106,33777440,33777440,314.797132730484,10,cifar10,quantity,0.1,5
2,3.818735147857666,0.3106,0.2762326202569171,0.8087824000000001,0.2174,33777440,67554880,314.797132730484,10,cifar10,quantity,0.1,5
3,3.1940718841552735,0.2174,0.13033348042500723,0.7604965222222222,0.1269,33777440,101332320,314.797132730484,10,cifar10,quantity,0.1,5
4,17.215756845092773,0.1269,0.06509379272857861,0.7099174277777778,0.1502,33777440,135109760,314.797132730484,10,cifar10,quantity,0.1,5
5,7.2616850250244145,0.1502,0.0919222626531119,0.6430102388888889,0.1,33777440,168887200,314.797132730484,10,cifar10,quantity,0.1,5
6,48.163313208007814,0.1,0.01818181818181818,0.6354917333333333,0.0,33777440,202664640,314.797132730484,10,cifar10,quantity,0.1,5
