round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.309238396072388,0.0995,0.01850030050036395,0.4571052333333333,0.0,33777440,33777440,10970.41229557991,10,cifar10,label,0.3,10
2,1.7599037841796874,0.378,0.307566977943189,0.886863311111111,0.0,33777440,67554880,10970.41229557991,10,cifar10,label,0.3,10
3,1.9155505516052247,0.4972,0.44395676877342505,0.9117512055555554,0.0,33777440,101332320,10970.41229557991,10,cifar10,label,0.3,10
4,2.5530979373931886,0.5264,0.4842349352658758,0.9158449055555555,0.0,33777440,135109760,10970.41229557991,10,cifar10,label,0.3,10
5,3.0620014579772947,0.5344,0.4930270478351163,0.9187842555555555,0.0,33777440,168887200,10970.41229557991,10,cifar10,label,0.3,10
6,3.341924150085449,0.5456,0.5129251327231245,0.9205844333333333,0.0,33777440,202664640,10970.41229557991,10,cifar10,label,0.3,10
