round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.2980609172821045,0.0999,0.018170243724990907,0.5867021222222222,0.4646,33777440,33777440,534.9548623561859,10,cifar10,quantity,0.1,1
2,1.4726517753601074,0.4646,0.44460430692765474,0.8953235666666666,0.5753,33777440,67554880,534.9548623561859,10,cifar10,quantity,0.1,1
3,1.3249567581176758,0.5753,0.5738072670580896,0.9305704333333333,0.5449,33777440,101332320,534.9548623561859,10,cifar10,quantity,0.1,1
4,1.4137175373077393,0.5449,0.5411933892318072,0.9233652166666667,0.6149,33777440,135109760,534.9548623561859,10,cifar10,quantity,0.1,1
5,1.2942316482543945,0.6149,0.616771488122853,0.9412256222222224,0.5845,33777440,168887200,534.9548623561859,10,cifar10,quantity,0.1,1
6,1.3081905212402343,0.5845,0.5825581207423889,0.9360306666666667,0.0,33777440,202664640,534.9548623561859,10,cifar10,quantity,0.1,1
