round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.304372092437744,0.095,0.037590240271169084,0.5013628611111112,0.0,33777440,33777440,571.7327537536621,10,cifar10,label,0.1,1
2,2.143187082672119,0.2562,0.15526433136853507,0.7972578388888889,0.0,33777440,67554880,571.7327537536621,10,cifar10,label,0.1,1
3,1.9241699409484863,0.3126,0.2421095924860169,0.8344949222222222,0.0,33777440,101332320,571.7327537536621,10,cifar10,label,0.1,1
4,1.7748752944946289,0.3715,0.30054869303659576,0.8575135055555556,0.0,33777440,135109760,571.7327537536621,10,cifar10,label,0.1,1
5,1.679885132598877,0.4088,0.3403995008063505,0.8726020611111112,0.0,33777440,168887200,571.7327537536621,10,cifar10,label,0.1,1
6,1.6489771934509276,0.3937,0.3290236840732117,0.8785710388888889,0.0,33777440,202664640,571.7327537536621,10,cifar10,label,0.1,1
