round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs
1,2.3033547477722167,0.1118,0.055947758207967865,0.5260994055555556,0.2184,33777440,33777440,859.5338597297668,10,cifar10,label,0.1,5
2,2.1227210996627806,0.2184,0.11539283168672557,0.8335138666666667,0.3974,33777440,67554880,859.5338597297668,10,cifar10,label,0.1,5
3,1.8783911659240722,0.3974,0.32526650072372226,0.8857486,0.4855,33777440,101332320,859.5338597297668,10,cifar10,label,0.1,5
4,1.7358418745040893,0.4855,0.432272358133713,0.9006149499999999,0.5237,33777440,135109760,859.5338597297668,10,cifar10,label,0.1,5
5,1.6923698648452759,0.5237,0.47010841559108635,0.9105251444444443,0.5335,33777440,168887200,859.5338597297668,10,cifar10,label,0.1,5
6,1.788886297416687,0.5335,0.48714234520092503,0.9141353666666667,0.0,33777440,202664640,859.5338597297668,10,cifar10,label,0.1,5
