round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.2212,118221040,118221040,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
2,2.172198713684082,0.2212,0.12948853220116768,0.7919356388888888,0.3476,118221040,236442080,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
3,1.898227179336548,0.3476,0.24449417387225864,0.8390683888888889,0.3696,118221040,354663120,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
4,1.7296857942581176,0.3696,0.2683320606225745,0.8614186555555555,0.4152,118221040,472884160,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
5,1.5774942840576172,0.4152,0.3314364320410829,0.8784898277777777,0.4499,118221040,591105200,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
6,1.4860959924697876,0.4499,0.37504830757473273,0.8901536555555556,0.4818,118221040,709326240,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
7,1.408156102180481,0.4818,0.42156072373844306,0.8988409222222222,0.5023,118221040,827547280,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
8,1.3638476018905639,0.5023,0.45065876599452287,0.9049794388888888,0.5218,118221040,945768320,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
9,1.3159624725341796,0.5218,0.4784959947342212,0.9104234777777778,0.5367,118221040,1063989360,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
10,1.2824914310455322,0.5367,0.49859338261473524,0.9145644555555554,0.5538,118221040,1182210400,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
11,1.252423157119751,0.5538,0.5221877992129783,0.9179563555555555,0.5628,118221040,1300431440,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
12,1.2310165502548218,0.5628,0.5335976806414294,0.9209172777777777,0.5718,118221040,1418652480,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
13,1.2088508605957031,0.5718,0.5449991653116728,0.9234733555555555,0.5778,118221040,1536873520,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
14,1.2077858982086183,0.5778,0.5519847332618744,0.9249979333333332,0.5867,118221040,1655094560,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
15,1.1932927234649657,0.5867,0.5633562620021182,0.9266448888888889,0.5915,118221040,1773315600,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
16,1.1877046728134155,0.5915,0.5685888701559301,0.9278477444444444,0.5994,118221040,1891536640,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
17,1.1841503715515136,0.5994,0.5780864733036685,0.9288117333333334,0.6046,118221040,2009757680,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
18,1.18502227973938,0.6046,0.5845359634004218,0.92954555,0.6088,118221040,2127978720,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
19,1.1842695095062257,0.6088,0.5893143741831545,0.9303109,0.613,118221040,2246199760,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
20,1.18322017326355,0.613,0.5947515341415752,0.9308514000000001,0.6159,118221040,2364420800,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
21,1.1858617542266845,0.6159,0.598610042608876,0.9311765999999999,0.6151,118221040,2482641840,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
22,1.1952705490112305,0.6151,0.5976910094146886,0.9315384666666668,0.6194,118221040,2600862880,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
23,1.206050864982605,0.6194,0.6027828473747693,0.9317592944444444,0.6211,118221040,2719083920,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
24,1.205028673171997,0.6211,0.6053640099628927,0.9323314500000001,0.6247,118221040,2837304960,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
25,1.2147903749465943,0.6247,0.6099689840730969,0.9324505166666667,0.625,118221040,2955526000,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
26,1.2295945552825929,0.625,0.6099010222095738,0.9324796,0.629,118221040,3073747040,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
27,1.2380698593139647,0.629,0.6148072767675188,0.9325660444444445,0.6277,118221040,3191968080,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
28,1.2472178485870362,0.6277,0.6130745308441254,0.9328426277777778,0.6295,118221040,3310189120,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
29,1.2646149738311767,0.6295,0.6153175111768303,0.9326653222222221,0.63,118221040,3428410160,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
30,1.26577744140625,0.63,0.6160762411990727,0.932959961111111,0.6319,118221040,3546631200,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
31,1.2796017517089844,0.6319,0.6179228131048518,0.9327339722222222,0.0,118221040,3664852240,4080.290337085724,35,cifar10,label,0.1,0.01,5,64,46
