round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.301845955276489,0.0893,0.04861367622650547,0.5350526888888889,0.5853,118221040,118221040,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
2,1.215381471633911,0.5853,0.5766831093972382,0.9207342444444444,0.6813,118221040,236442080,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
3,0.9179421873092651,0.6813,0.6792221264512509,0.9492467333333332,0.7123,118221040,354663120,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
4,0.8279443916320801,0.7123,0.7114264798805461,0.9588545555555557,0.7278,118221040,472884160,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
5,0.7986834108352661,0.7278,0.7270554305733695,0.9627679333333333,0.7372,118221040,591105200,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
6,0.8112222263336182,0.7372,0.7360549432720276,0.9648122722222224,0.7459,118221040,709326240,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
7,0.8375278268814087,0.7459,0.7452904091025154,0.9659340444444444,0.7476,118221040,827547280,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
8,0.8755751308441162,0.7476,0.7474119046854566,0.966318188888889,0.7528,118221040,945768320,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
9,0.9324881328582764,0.7528,0.7517212489381422,0.9663853222222223,0.7493,118221040,1063989360,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
10,0.9753448474884033,0.7493,0.7483021265802219,0.9659079555555555,0.7534,118221040,1182210400,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
11,1.0601059171676637,0.7534,0.7515225293616647,0.9660100999999999,0.7536,118221040,1300431440,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
12,1.105753635406494,0.7536,0.7530096580126076,0.9664535222222224,0.757,118221040,1418652480,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
13,1.16471879196167,0.757,0.7565812366232035,0.9663569833333332,0.7534,118221040,1536873520,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
14,1.1705327114105224,0.7534,0.7538265144936387,0.9655770722222222,0.758,118221040,1655094560,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
15,1.2031235702514649,0.758,0.7581227273444278,0.965917927777778,0.7568,118221040,1773315600,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
16,1.2531766344070434,0.7568,0.7573092260228911,0.9659922388888889,0.7559,118221040,1891536640,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
17,1.2919856735229491,0.7559,0.7560202993681642,0.9662768611111112,0.7552,118221040,2009757680,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
18,1.296837441253662,0.7552,0.7539140796152553,0.9655745444444446,0.7585,118221040,2127978720,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
19,1.3529832984924317,0.7585,0.7581549393850219,0.9662729444444447,0.7576,118221040,2246199760,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
20,1.3714335266113282,0.7576,0.7569832611751305,0.9663457722222223,0.7589,118221040,2364420800,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
21,1.3822542442321777,0.7589,0.7586519407698462,0.966083088888889,0.7598,118221040,2482641840,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
22,1.434990789794922,0.7598,0.7592270371309249,0.9668226888888889,0.7581,118221040,2600862880,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
23,1.4150494171142578,0.7581,0.7575750190434599,0.9663454833333333,0.7556,118221040,2719083920,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
24,1.3912780342102051,0.7556,0.7547191409845373,0.9662063333333334,0.7602,118221040,2837304960,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
25,1.4346240814208984,0.7602,0.7596395260909417,0.9668091499999999,0.7607,118221040,2955526000,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
26,1.4598544692993165,0.7607,0.7601468905995212,0.9667998444444444,0.7624,118221040,3073747040,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
27,1.49698751373291,0.7624,0.7618189101795824,0.9669077555555556,0.7601,118221040,3191968080,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
28,1.5114735004425048,0.7601,0.7596911871198645,0.9669402277777778,0.7618,118221040,3310189120,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
29,1.5258350341796876,0.7618,0.7613820907756513,0.966936338888889,0.7613,118221040,3428410160,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
30,1.5342714179992676,0.7613,0.7609374791680261,0.9669435500000001,0.761,118221040,3546631200,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
31,1.5456207176208496,0.761,0.760521618763517,0.9669625166666667,0.0,118221040,3664852240,4690.203161001205,35,cifar10,quantity,0.1,0.01,5,64,44
