round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.3077149311065672,0.0979,0.021649822421351224,0.4934059111111111,0.6564,118221040,118221040,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
2,1.0157340682983398,0.6564,0.6553865246977846,0.9426455277777777,0.7094,118221040,236442080,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
3,0.8332513648986817,0.7094,0.706077290666017,0.9583987833333334,0.7352,118221040,354663120,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
4,0.7774831245422363,0.7352,0.7327583099814823,0.9638497888888888,0.744,118221040,472884160,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
5,0.775700535583496,0.744,0.7413149734049587,0.9657516888888888,0.7505,118221040,591105200,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
6,0.7982565052032471,0.7505,0.7486981173009986,0.9660347333333332,0.749,118221040,709326240,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
7,0.8815104658126831,0.749,0.7467708533610559,0.9658260444444444,0.7528,118221040,827547280,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
8,0.940571403503418,0.7528,0.7499479880277341,0.9659173722222221,0.7542,118221040,945768320,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
9,1.0092434558868408,0.7542,0.7514210487678475,0.9654608444444446,0.7553,118221040,1063989360,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
10,1.0755130067825318,0.7553,0.7538929009561612,0.9660483944444446,0.7564,118221040,1182210400,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
11,1.1355639705657958,0.7564,0.7543934520418517,0.9663658222222222,0.761,118221040,1300431440,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
12,1.1712970413208008,0.761,0.7597475066241104,0.9669310222222223,0.7637,118221040,1418652480,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
13,1.2501698600769042,0.7637,0.7627431425354276,0.9674772333333334,0.7625,118221040,1536873520,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
14,1.276158443069458,0.7625,0.7617648842678479,0.967517611111111,0.7651,118221040,1655094560,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
15,1.3508977264404296,0.7651,0.7637353032591943,0.9679081444444444,0.7651,118221040,1773315600,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
16,1.3623559829711913,0.7651,0.7644150024447269,0.9675322777777777,0.7668,118221040,1891536640,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
17,1.442007275390625,0.7668,0.7658981290888038,0.9684526333333334,0.7646,118221040,2009757680,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
18,1.4604539554595948,0.7646,0.7641751051160728,0.9683169444444445,0.7646,118221040,2127978720,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
19,1.4331793045043946,0.7646,0.7638633087919946,0.9679624777777777,0.764,118221040,2246199760,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
20,1.4563617065429688,0.764,0.7633548915363868,0.9685299611111111,0.7659,118221040,2364420800,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
21,1.503005878829956,0.7659,0.7654215549581292,0.968669761111111,0.7657,118221040,2482641840,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
22,1.5267934036254882,0.7657,0.7651931638338799,0.9686797722222222,0.7655,118221040,2600862880,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
23,1.5356169853210448,0.7655,0.7648566650709688,0.9686877055555556,0.7655,118221040,2719083920,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
24,1.539081148147583,0.7655,0.7649561231631721,0.9686973944444442,0.7643,118221040,2837304960,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
25,1.5386671741485596,0.7643,0.7637733262068003,0.9686995111111111,0.7644,118221040,2955526000,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
26,1.5361893840789795,0.7644,0.7637830918790381,0.9686956555555556,0.7648,118221040,3073747040,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
27,1.5351971767425536,0.7648,0.7641330406971372,0.9686831722222223,0.7639,118221040,3191968080,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
28,1.527897998046875,0.7639,0.7632056991272267,0.9686877333333331,0.7633,118221040,3310189120,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
29,1.5201995670318604,0.7633,0.7626168365468362,0.9687078388888889,0.7639,118221040,3428410160,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
30,1.5192140029907226,0.7639,0.7632504359484937,0.9687004277777778,0.7649,118221040,3546631200,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
31,1.5163989151000976,0.7649,0.7642283499577306,0.9686786166666668,0.0,118221040,3664852240,5839.223738193512,35,cifar10,quantity,0.1,0.01,5,64,45
