round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.301845955276489,0.0893,0.04861367622650547,0.5350526888888889,0.4561,118221040,118221040,3468.554152727127,35,cifar10,quantity,0.1,5,44
2,2.9142749340057374,0.4561,0.43697726882250637,0.867887461111111,0.1574,118221040,236442080,3468.554152727127,35,cifar10,quantity,0.1,5,44
3,2.5323831672668455,0.1574,0.10643383588942142,0.6259468722222221,0.3745,118221040,354663120,3468.554152727127,35,cifar10,quantity,0.1,5,44
4,10.6727022064209,0.3745,0.277836135575874,0.8553452499999998,0.0916,118221040,472884160,3468.554152727127,35,cifar10,quantity,0.1,5,44
5,12.569232498168946,0.0916,0.04659930881040595,0.5010372722222222,0.3107,118221040,591105200,3468.554152727127,35,cifar10,quantity,0.1,5,44
6,3.3819972427368166,0.3107,0.24929167259013818,0.7953745944444444,0.2457,118221040,709326240,3468.554152727127,35,cifar10,quantity,0.1,5,44
7,4.713273722076416,0.2457,0.19856704402850667,0.7214853444444445,0.126,118221040,827547280,3468.554152727127,35,cifar10,quantity,0.1,5,44
8,49.69750663452148,0.126,0.05642401450509351,0.6547425722222222,0.0747,118221040,945768320,3468.554152727127,35,cifar10,quantity,0.1,5,44
9,597.329161328125,0.0747,0.030212199929268622,0.4812314611111111,0.1,118221040,1063989360,3468.554152727127,35,cifar10,quantity,0.1,5,44
10,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1182210400,3468.554152727127,35,cifar10,quantity,0.1,5,44
11,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1300431440,3468.554152727127,35,cifar10,quantity,0.1,5,44
12,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1418652480,3468.554152727127,35,cifar10,quantity,0.1,5,44
13,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1536873520,3468.554152727127,35,cifar10,quantity,0.1,5,44
14,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1655094560,3468.554152727127,35,cifar10,quantity,0.1,5,44
15,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1773315600,3468.554152727127,35,cifar10,quantity,0.1,5,44
16,nan,0.1,0.01818181818181818,0.0,0.1,118221040,1891536640,3468.554152727127,35,cifar10,quantity,0.1,5,44
17,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2009757680,3468.554152727127,35,cifar10,quantity,0.1,5,44
18,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2127978720,3468.554152727127,35,cifar10,quantity,0.1,5,44
19,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2246199760,3468.554152727127,35,cifar10,quantity,0.1,5,44
20,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2364420800,3468.554152727127,35,cifar10,quantity,0.1,5,44
21,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2482641840,3468.554152727127,35,cifar10,quantity,0.1,5,44
22,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2600862880,3468.554152727127,35,cifar10,quantity,0.1,5,44
23,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2719083920,3468.554152727127,35,cifar10,quantity,0.1,5,44
24,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2837304960,3468.554152727127,35,cifar10,quantity,0.1,5,44
25,nan,0.1,0.01818181818181818,0.0,0.1,118221040,2955526000,3468.554152727127,35,cifar10,quantity,0.1,5,44
26,nan,0.1,0.01818181818181818,0.0,0.1,118221040,3073747040,3468.554152727127,35,cifar10,quantity,0.1,5,44
27,nan,0.1,0.01818181818181818,0.0,0.1,118221040,3191968080,3468.554152727127,35,cifar10,quantity,0.1,5,44
28,nan,0.1,0.01818181818181818,0.0,0.1,118221040,3310189120,3468.554152727127,35,cifar10,quantity,0.1,5,44
29,nan,0.1,0.01818181818181818,0.0,0.1,118221040,3428410160,3468.554152727127,35,cifar10,quantity,0.1,5,44
30,nan,0.1,0.01818181818181818,0.0,0.1,118221040,3546631200,3468.554152727127,35,cifar10,quantity,0.1,5,44
31,nan,0.1,0.01818181818181818,0.0,0.0,118221040,3664852240,3468.554152727127,35,cifar10,quantity,0.1,5,44
