round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.5911,118221040,118221040,4247.283545017242,35,cifar10,quantity,0.1,5,46
2,1.1863199117660523,0.5911,0.5893919084393116,0.9266830333333334,0.6964,118221040,236442080,4247.283545017242,35,cifar10,quantity,0.1,5,46
3,0.8695579540252686,0.6964,0.6935490984919074,0.9537378333333333,0.7247,118221040,354663120,4247.283545017242,35,cifar10,quantity,0.1,5,46
4,0.8545143394470215,0.7247,0.7218638167350198,0.9593972888888889,0.7294,118221040,472884160,4247.283545017242,35,cifar10,quantity,0.1,5,46
5,0.9394292694091797,0.7294,0.7263504592571179,0.9608767,0.7359,118221040,591105200,4247.283545017242,35,cifar10,quantity,0.1,5,46
6,1.0233883361816407,0.7359,0.7341291402257488,0.9616885388888889,0.7358,118221040,709326240,4247.283545017242,35,cifar10,quantity,0.1,5,46
7,1.1147988609313966,0.7358,0.7351357772035638,0.9615379388888888,0.7376,118221040,827547280,4247.283545017242,35,cifar10,quantity,0.1,5,46
8,1.187316872215271,0.7376,0.736268592436492,0.9616626388888889,0.7428,118221040,945768320,4247.283545017242,35,cifar10,quantity,0.1,5,46
9,1.2891363681793213,0.7428,0.7427771372681271,0.96159365,0.7412,118221040,1063989360,4247.283545017242,35,cifar10,quantity,0.1,5,46
10,1.3422525165557861,0.7412,0.7410352311677132,0.9613336722222222,0.7405,118221040,1182210400,4247.283545017242,35,cifar10,quantity,0.1,5,46
11,1.3716051273345948,0.7405,0.7405714923044643,0.9607486722222223,0.7407,118221040,1300431440,4247.283545017242,35,cifar10,quantity,0.1,5,46
12,1.4446387826919556,0.7407,0.7399685818405065,0.9612063944444443,0.7402,118221040,1418652480,4247.283545017242,35,cifar10,quantity,0.1,5,46
13,1.4618850135803223,0.7402,0.7405928046590949,0.9605456944444443,0.7478,118221040,1536873520,4247.283545017242,35,cifar10,quantity,0.1,5,46
14,1.5457817281723023,0.7478,0.7475502532743465,0.9622951333333333,0.7496,118221040,1655094560,4247.283545017242,35,cifar10,quantity,0.1,5,46
15,1.5637575386047364,0.7496,0.7491968397059472,0.9624338222222221,0.7496,118221040,1773315600,4247.283545017242,35,cifar10,quantity,0.1,5,46
16,1.565217824935913,0.7496,0.7493969365499621,0.9623529944444446,0.751,118221040,1891536640,4247.283545017242,35,cifar10,quantity,0.1,5,46
17,1.5456833757400512,0.751,0.7506500405906235,0.9622396833333333,0.7497,118221040,2009757680,4247.283545017242,35,cifar10,quantity,0.1,5,46
18,1.5712728008270265,0.7497,0.7493715021844471,0.9626644500000001,0.7505,118221040,2127978720,4247.283545017242,35,cifar10,quantity,0.1,5,46
19,1.587370408821106,0.7505,0.7499436895509077,0.9625973944444446,0.7504,118221040,2246199760,4247.283545017242,35,cifar10,quantity,0.1,5,46
20,1.5891666786193848,0.7504,0.7502052389315823,0.9627012944444445,0.7517,118221040,2364420800,4247.283545017242,35,cifar10,quantity,0.1,5,46
21,1.5914355976104737,0.7517,0.7514552174978831,0.9625797555555554,0.7523,118221040,2482641840,4247.283545017242,35,cifar10,quantity,0.1,5,46
22,1.606526609992981,0.7523,0.7517128493937182,0.9626568000000001,0.7518,118221040,2600862880,4247.283545017242,35,cifar10,quantity,0.1,5,46
23,1.6050159776687623,0.7518,0.7513840864814078,0.9626446777777777,0.7527,118221040,2719083920,4247.283545017242,35,cifar10,quantity,0.1,5,46
24,1.6153206657409669,0.7527,0.7521655144815402,0.9626218055555554,0.751,118221040,2837304960,4247.283545017242,35,cifar10,quantity,0.1,5,46
25,1.6119066610336303,0.751,0.750261751294335,0.9624601111111112,0.7521,118221040,2955526000,4247.283545017242,35,cifar10,quantity,0.1,5,46
26,1.6201818225860596,0.7521,0.7516605608634911,0.9626256777777777,0.7521,118221040,3073747040,4247.283545017242,35,cifar10,quantity,0.1,5,46
27,1.621450820159912,0.7521,0.751501346907086,0.96271465,0.7511,118221040,3191968080,4247.283545017242,35,cifar10,quantity,0.1,5,46
28,1.627123542022705,0.7511,0.7505477561138562,0.9627262611111111,0.7505,118221040,3310189120,4247.283545017242,35,cifar10,quantity,0.1,5,46
29,1.6276599285125732,0.7505,0.7499506548636339,0.9626622833333333,0.7506,118221040,3428410160,4247.283545017242,35,cifar10,quantity,0.1,5,46
30,1.6326277557373048,0.7506,0.749830307037125,0.9626880444444443,0.7501,118221040,3546631200,4247.283545017242,35,cifar10,quantity,0.1,5,46
