round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.298709703063965,0.1475,0.09507755834796576,0.55260295,0.5396,118221040,118221040,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
2,1.331189415550232,0.5396,0.5351791234846885,0.9039468777777779,0.6171,118221040,236442080,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
3,1.0959323585510254,0.6171,0.6092407060929826,0.9295034555555555,0.6403,118221040,354663120,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
4,1.0477592332839967,0.6403,0.6363044414562566,0.9387700777777779,0.6578,118221040,472884160,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
5,1.065946751976013,0.6578,0.6548866165104837,0.9429173222222224,0.6628,118221040,591105200,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
6,1.148447053718567,0.6628,0.6629126330897532,0.9433163222222222,0.6685,118221040,709326240,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
7,1.271590422439575,0.6685,0.6654325082714521,0.9431390833333333,0.6748,118221040,827547280,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
8,1.3812494440078735,0.6748,0.6716335291146754,0.9435620555555555,0.6843,118221040,945768320,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
9,1.5437270282745361,0.6843,0.6834432310413247,0.9462063333333333,0.6881,118221040,1063989360,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
10,1.6355198415756225,0.6881,0.6872174864697131,0.9471632055555554,0.6902,118221040,1182210400,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
11,1.6809453155517577,0.6902,0.689421052273613,0.9478200777777778,0.6887,118221040,1300431440,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
12,1.7240098279953002,0.6887,0.6879019100299861,0.9479950111111112,0.6902,118221040,1418652480,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
13,1.7611378940582276,0.6902,0.6895083191361383,0.94825045,0.6916,118221040,1536873520,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
14,1.7843324625015258,0.6916,0.6913221346428235,0.9483440944444445,0.694,118221040,1655094560,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
15,1.8110271383285523,0.694,0.6939195156111022,0.9487089666666666,0.6931,118221040,1773315600,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
16,1.8395822633743286,0.6931,0.6919352144262716,0.9488396222222221,0.6949,118221040,1891536640,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
17,1.8462630493164063,0.6949,0.6946997288431731,0.9485614055555557,0.6946,118221040,2009757680,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
18,1.8923687952041626,0.6946,0.6937858871253951,0.9486522222222223,0.6937,118221040,2127978720,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
19,1.9300821636199952,0.6937,0.6925579394776178,0.9487664611111111,0.6926,118221040,2246199760,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
20,1.9618194383621217,0.6926,0.691818068024614,0.9487436166666667,0.692,118221040,2364420800,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
21,1.9829125591278076,0.692,0.6910445089062456,0.9487510777777779,0.6771,118221040,2482641840,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
22,1.7580512838363647,0.6771,0.6727420767552456,0.9439753444444445,0.6952,118221040,2600862880,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
23,1.8305563550949098,0.6952,0.6950942895194092,0.9485421444444444,0.6931,118221040,2719083920,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
24,1.8970924110412597,0.6931,0.6926975695609489,0.9490142500000001,0.6947,118221040,2837304960,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
25,1.9317906854629516,0.6947,0.6942332757472661,0.9489491388888889,0.6948,118221040,2955526000,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
26,1.9498937927246094,0.6948,0.6942228009855246,0.948948938888889,0.6954,118221040,3073747040,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
27,1.9722827196121215,0.6954,0.6948529294447637,0.9488720888888889,0.6948,118221040,3191968080,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
28,2.0098039011001587,0.6948,0.6942640456713683,0.9488905666666666,0.6953,118221040,3310189120,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
29,2.038729243659973,0.6953,0.694707901699058,0.9489221444444444,0.6945,118221040,3428410160,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
30,2.0527662845611574,0.6945,0.6937909062219458,0.9488257500000001,0.6941,118221040,3546631200,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
31,2.067665901374817,0.6941,0.6935445223621113,0.9488197888888891,0.0,118221040,3664852240,3470.1549756526947,35,cifar10,quantity,0.1,0.01,5,64,43
