round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.3077149311065672,0.0979,0.021649822421351224,0.4934059111111111,0.1973,118221040,118221040,4619.715849161148,35,cifar10,label,0.1,5,45
2,2.2382894790649415,0.1973,0.102289044878319,0.7609858333333334,0.3347,118221040,236442080,4619.715849161148,35,cifar10,label,0.1,5,45
3,1.9316484771728515,0.3347,0.311400677035485,0.8130187388888889,0.1954,118221040,354663120,4619.715849161148,35,cifar10,label,0.1,5,45
4,2.659164012527466,0.1954,0.11449416020124611,0.7334515333333333,0.19,118221040,472884160,4619.715849161148,35,cifar10,label,0.1,5,45
5,2.6682764350891115,0.19,0.11020053132396308,0.7553689777777779,0.1773,118221040,591105200,4619.715849161148,35,cifar10,label,0.1,5,45
6,2.5489126724243163,0.1773,0.10523844208637101,0.77111305,0.2097,118221040,709326240,4619.715849161148,35,cifar10,label,0.1,5,45
7,2.6801250827789307,0.2097,0.1420305014745157,0.7420334388888888,0.2157,118221040,827547280,4619.715849161148,35,cifar10,label,0.1,5,45
8,2.3057156005859376,0.2157,0.1315857514323095,0.8020597388888888,0.1935,118221040,945768320,4619.715849161148,35,cifar10,label,0.1,5,45
9,2.272314237976074,0.1935,0.11859258422708426,0.8074947444444444,0.373,118221040,1063989360,4619.715849161148,35,cifar10,label,0.1,5,45
10,1.7623948083877563,0.373,0.317670031444295,0.8584482166666667,0.2181,118221040,1182210400,4619.715849161148,35,cifar10,label,0.1,5,45
11,2.491974868392944,0.2181,0.16672939503960257,0.8195912166666666,0.3643,118221040,1300431440,4619.715849161148,35,cifar10,label,0.1,5,45
12,1.9846813079833985,0.3643,0.3075946491280373,0.8499789444444443,0.374,118221040,1418652480,4619.715849161148,35,cifar10,label,0.1,5,45
13,1.7129565208435058,0.374,0.3411299259363164,0.8727027944444444,0.383,118221040,1536873520,4619.715849161148,35,cifar10,label,0.1,5,45
14,2.05216018409729,0.383,0.3299300438000855,0.8675890777777777,0.3989,118221040,1655094560,4619.715849161148,35,cifar10,label,0.1,5,45
15,1.8443060821533204,0.3989,0.35884106536017446,0.8685538611111111,0.3841,118221040,1773315600,4619.715849161148,35,cifar10,label,0.1,5,45
16,2.158331787109375,0.3841,0.3015524570031962,0.8684902555555556,0.3892,118221040,1891536640,4619.715849161148,35,cifar10,label,0.1,5,45
17,1.7583159248352052,0.3892,0.36539061004051937,0.8736241,0.4064,118221040,2009757680,4619.715849161148,35,cifar10,label,0.1,5,45
18,2.099078204345703,0.4064,0.34414072837381465,0.8834439611111111,0.397,118221040,2127978720,4619.715849161148,35,cifar10,label,0.1,5,45
19,1.8019710918426515,0.397,0.34556837378379884,0.8851281888888888,0.4021,118221040,2246199760,4619.715849161148,35,cifar10,label,0.1,5,45
20,1.9865400787353515,0.4021,0.34549090619590206,0.886103988888889,0.309,118221040,2364420800,4619.715849161148,35,cifar10,label,0.1,5,45
21,2.2769207080841065,0.309,0.26360296790863147,0.8434971611111111,0.4104,118221040,2482641840,4619.715849161148,35,cifar10,label,0.1,5,45
22,2.1679588584899903,0.4104,0.35906152501360256,0.8734391277777778,0.3741,118221040,2600862880,4619.715849161148,35,cifar10,label,0.1,5,45
23,1.9791974090576172,0.3741,0.35053426255781595,0.8779207944444446,0.4442,118221040,2719083920,4619.715849161148,35,cifar10,label,0.1,5,45
24,2.02698297958374,0.4442,0.37207828896253287,0.8905592,0.3584,118221040,2837304960,4619.715849161148,35,cifar10,label,0.1,5,45
25,2.2256017196655273,0.3584,0.30657805186086173,0.8607546555555554,0.5253,118221040,2955526000,4619.715849161148,35,cifar10,label,0.1,5,45
26,1.651797979736328,0.5253,0.47736567716155376,0.9013555944444445,0.3663,118221040,3073747040,4619.715849161148,35,cifar10,label,0.1,5,45
27,2.387473221588135,0.3663,0.32370609052826566,0.8794366888888889,0.4568,118221040,3191968080,4619.715849161148,35,cifar10,label,0.1,5,45
28,1.7776762962341308,0.4568,0.4298549210165098,0.8989740388888888,0.3586,118221040,3310189120,4619.715849161148,35,cifar10,label,0.1,5,45
29,2.37198957901001,0.3586,0.3107518059262766,0.8785870611111111,0.4187,118221040,3428410160,4619.715849161148,35,cifar10,label,0.1,5,45
30,1.7974896736145018,0.4187,0.3940678839257181,0.8924567222222223,0.4253,118221040,3546631200,4619.715849161148,35,cifar10,label,0.1,5,45
31,2.086083895111084,0.4253,0.3975214640195658,0.8880838888888889,0.0,118221040,3664852240,4619.715849161148,35,cifar10,label,0.1,5,45
