round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.3077149311065672,0.0979,0.021649822421351224,0.4934059111111111,0.1722,118221040,118221040,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
2,2.2223305305480956,0.1722,0.06635377220005655,0.7654583333333334,0.3239,118221040,236442080,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
3,1.9306300495147706,0.3239,0.24852550824109887,0.8268133722222222,0.3171,118221040,354663120,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
4,1.8239139724731446,0.3171,0.25018062880201436,0.8476529888888888,0.3995,118221040,472884160,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
5,1.651797017288208,0.3995,0.3424047398582102,0.8678577722222223,0.3873,118221040,591105200,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
6,1.618112173652649,0.3873,0.32426393156531325,0.8761347388888888,0.4491,118221040,709326240,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
7,1.4903826164245606,0.4491,0.40662768015194894,0.88749325,0.4459,118221040,827547280,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
8,1.475876580619812,0.4459,0.4045416963824362,0.8926111000000001,0.4986,118221040,945768320,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
9,1.370137857437134,0.4986,0.47525546520045925,0.8997089777777777,0.4875,118221040,1063989360,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
10,1.4040170475006104,0.4875,0.46134639192034727,0.9006509111111111,0.5267,118221040,1182210400,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
11,1.300683432006836,0.5267,0.5111762642881195,0.9066996222222222,0.5186,118221040,1300431440,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
12,1.3517081567764282,0.5186,0.5004491568563605,0.9059244555555555,0.5442,118221040,1418652480,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
13,1.271867756652832,0.5442,0.5322789915642303,0.9104232555555555,0.544,118221040,1536873520,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
14,1.2929881839752198,0.544,0.5326058892345552,0.9108124777777779,0.5591,118221040,1655094560,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
15,1.2514411687850953,0.5591,0.5489553887006824,0.9138159055555557,0.5566,118221040,1773315600,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
16,1.279607222175598,0.5566,0.5476244010528999,0.9130998333333334,0.5695,118221040,1891536640,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
17,1.2549423851013184,0.5695,0.5610563419927928,0.9156971444444444,0.5672,118221040,2009757680,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
18,1.2865352674484254,0.5672,0.5603055040572399,0.9153146777777778,0.5749,118221040,2127978720,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
19,1.2659632476806641,0.5749,0.5669299849839206,0.9167187888888888,0.5737,118221040,2246199760,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
20,1.2876658433914185,0.5737,0.5664927993531359,0.9169034666666667,0.5815,118221040,2364420800,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
21,1.2791440256118773,0.5815,0.57448929193025,0.9177302777777777,0.5786,118221040,2482641840,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
22,1.3007443193435668,0.5786,0.5717282947797571,0.9176127555555557,0.5842,118221040,2600862880,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
23,1.2913507194519043,0.5842,0.5769861711761037,0.9183127777777778,0.5815,118221040,2719083920,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
24,1.310564998626709,0.5815,0.5749345299750465,0.9184974333333334,0.5868,118221040,2837304960,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
25,1.3076517127990723,0.5868,0.579608722292706,0.9188822555555556,0.585,118221040,2955526000,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
26,1.3276283418655395,0.585,0.5777547456247252,0.9187853,0.5854,118221040,3073747040,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
27,1.3303670566558838,0.5854,0.5781249482777265,0.9191654,0.5871,118221040,3191968080,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
28,1.336976342010498,0.5871,0.5803232426792211,0.9195187111111112,0.5923,118221040,3310189120,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
29,1.3338163776397705,0.5923,0.5855426825048052,0.9203725944444443,0.5932,118221040,3428410160,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
30,1.3471193756103517,0.5932,0.5871710680707187,0.9206480888888888,0.5962,118221040,3546631200,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
31,1.339603096961975,0.5962,0.5897522186663393,0.9211373833333333,0.0,118221040,3664852240,3809.3394145965576,35,cifar10,label,0.1,0.01,5,64,45
