round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.298709703063965,0.1475,0.09507755834796576,0.55260295,0.152,118221040,118221040,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
2,2.2042219856262206,0.152,0.06656046323992011,0.7411386777777778,0.2436,118221040,236442080,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
3,1.9872186054229737,0.2436,0.1483608219669655,0.8108266333333333,0.3002,118221040,354663120,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
4,1.8541578601837159,0.3002,0.226565590656398,0.8348013777777779,0.3621,118221040,472884160,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
5,1.6707589225769044,0.3621,0.2980429959212296,0.8697424666666667,0.4103,118221040,591105200,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
6,1.5723601078033447,0.4103,0.3689480818487142,0.8798705111111111,0.4361,118221040,709326240,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
7,1.49782377243042,0.4361,0.3915165830632604,0.8894685722222222,0.4666,118221040,827547280,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
8,1.437801964187622,0.4666,0.4336144524594493,0.8959971,0.4796,118221040,945768320,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
9,1.3923101001739502,0.4796,0.44228041558433884,0.9018172777777778,0.5078,118221040,1063989360,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
10,1.345173309326172,0.5078,0.48090971202101596,0.9065377499999998,0.5181,118221040,1182210400,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
11,1.3181841072082519,0.5181,0.4884554199315314,0.9104379222222223,0.5372,118221040,1300431440,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
12,1.2846647592544556,0.5372,0.5144743057455392,0.9136263,0.535,118221040,1418652480,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
13,1.2794110389709472,0.535,0.5096808142767474,0.91583015,0.5507,118221040,1536873520,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
14,1.2630476468086242,0.5507,0.5302353723177347,0.9174270777777778,0.5478,118221040,1655094560,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
15,1.260706370830536,0.5478,0.5231959856511812,0.9194217888888889,0.5643,118221040,1773315600,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
16,1.251287000465393,0.5643,0.5470672263208992,0.920396,0.5572,118221040,1891536640,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
17,1.2627685977935792,0.5572,0.533698907350149,0.9214462055555555,0.564,118221040,2009757680,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
18,1.2565332139968872,0.564,0.5462431646283961,0.9223254555555556,0.5524,118221040,2127978720,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
19,1.30529079246521,0.5524,0.5236562922501543,0.9219436944444445,0.5582,118221040,2246199760,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
20,1.2833382933616637,0.5582,0.5365190309845449,0.923465411111111,0.5447,118221040,2364420800,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
21,1.3675979316711426,0.5447,0.5093185454114828,0.9218067055555557,0.5522,118221040,2482641840,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
22,1.339020396232605,0.5522,0.5240474408371122,0.9231910777777778,0.5421,118221040,2600862880,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
23,1.430918557357788,0.5421,0.5042143211124098,0.9203687555555555,0.5509,118221040,2719083920,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
24,1.3475798860549926,0.5509,0.521845330153462,0.9237886222222222,0.5465,118221040,2837304960,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
25,1.437457301902771,0.5465,0.5106781287468327,0.9213596222222222,0.5601,118221040,2955526000,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
26,1.3348598125457765,0.5601,0.5366821451750139,0.9249980277777778,0.5499,118221040,3073747040,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
27,1.4301213550567626,0.5499,0.5167042033301841,0.9230134944444444,0.5693,118221040,3191968080,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
28,1.3159925237655639,0.5693,0.5504966034493115,0.9260136166666667,0.5567,118221040,3310189120,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
29,1.4323483654022218,0.5567,0.5279700605890539,0.9237264,0.5758,118221040,3428410160,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
30,1.325351612854004,0.5758,0.5604910129570762,0.9262768611111112,0.5649,118221040,3546631200,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
31,1.42241635055542,0.5649,0.5409075316368543,0.9247749777777778,0.0,118221040,3664852240,4939.100705623627,35,cifar10,label,0.1,0.01,5,64,43
