skew,K,E,alpha,final_acc_mean,final_acc_std,best_acc_mean,best_acc_std,final_f1_mean,final_f1_std,best_f1_mean,best_f1_std,final_auc_mean,final_auc_std,best_auc_mean,best_auc_std,worst_mean,worst_std
label,10,5,0.1,0.5209,0.032609916692114826,0.538875,0.05016621539110425,0.47751005214994485,0.04699049683266472,0.4994317656946383,0.06943825137695193,0.8916376166666666,0.025348827729898625,0.8965826861111111,0.02677922101051422,0.509725,0.06555000000000005
label,25,5,0.1,0.486125,0.09450472210424195,0.5434,0.061449111737545345,0.4614643324775067,0.10990653146680725,0.5225641897047385,0.07653167207232431,0.8947169472222223,0.033287097372900684,0.9125330333333332,0.016913099326203402,0.492925,0.12676840760483923
label,35,5,0.1,0.5305500000000001,0.06334106093206841,0.5441750000000001,0.0487287988086443,0.5167975486046182,0.05318903577676341,0.5257785380625511,0.04688618505791196,0.9172773722222222,0.010813787270771038,0.9204448833333332,0.008651386697313992,0.529025,0.06747949688609123
quantity,10,5,0.1,0.593925,0.18647801255554677,0.63455,0.137088013091347,0.5830826998007026,0.19697294489255662,0.6275138801235527,0.14493160844050473,0.9152590777777777,0.062443346515272544,0.9278489472222222,0.045241007407571456,0.6201749999999999,0.13576438843329522
quantity,25,5,0.1,0.11579999999999999,0.024007602962395055,0.33212,0.08728463209523198,0.04343236310376586,0.04152937442858657,0.27436773638145556,0.10235448534470391,0.5400446455555555,0.06678177996342223,0.8068079988888888,0.05236116410573715,0.11120000000000001,0.018755132630829348
quantity,35,5,0.1,0.231,0.107690513355015,0.3409,0.08938198923720594,0.1639062438058707,0.12173434663772639,0.29432129226273773,0.11069286470905869,0.6752065277777778,0.12404156886499151,0.7766109,0.10818653807057013,0.1978,0.07658803213731678
