round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.2252,33777440,33777440,5685.496788024902,10,cifar10,label,0.1,5,46
2,2.339497058868408,0.2252,0.1432082268514622,0.7395388055555555,0.3292,33777440,67554880,5685.496788024902,10,cifar10,label,0.1,5,46
3,2.486805799102783,0.3292,0.21925022007976835,0.7978497222222222,0.3772,33777440,101332320,5685.496788024902,10,cifar10,label,0.1,5,46
4,2.4360724231719972,0.3772,0.2693861125673132,0.8368481055555556,0.4063,33777440,135109760,5685.496788024902,10,cifar10,label,0.1,5,46
5,2.4926292068481444,0.4063,0.3036400841092104,0.8500872166666668,0.4236,33777440,168887200,5685.496788024902,10,cifar10,label,0.1,5,46
6,2.6031019710540773,0.4236,0.3234441479044031,0.8599773833333334,0.4358,33777440,202664640,5685.496788024902,10,cifar10,label,0.1,5,46
7,2.771874146270752,0.4358,0.3359189614731717,0.8653388277777779,0.4436,33777440,236442080,5685.496788024902,10,cifar10,label,0.1,5,46
8,2.8071231582641603,0.4436,0.34904174658262144,0.8674864166666667,0.4521,33777440,270219520,5685.496788024902,10,cifar10,label,0.1,5,46
9,3.039773949432373,0.4521,0.359507046314984,0.8704309666666667,0.4522,33777440,303996960,5685.496788024902,10,cifar10,label,0.1,5,46
10,3.323525746154785,0.4522,0.36340615273230686,0.8692482111111112,0.4522,33777440,337774400,5685.496788024902,10,cifar10,label,0.1,5,46
11,3.349686153411865,0.4522,0.3655789474817245,0.8681400666666667,0.4578,33777440,371551840,5685.496788024902,10,cifar10,label,0.1,5,46
12,3.771795851135254,0.4578,0.37262105722612876,0.87041045,0.4566,33777440,405329280,5685.496788024902,10,cifar10,label,0.1,5,46
13,3.967436130523682,0.4566,0.37439602815555545,0.8692559722222221,0.4565,33777440,439106720,5685.496788024902,10,cifar10,label,0.1,5,46
14,4.184192469024659,0.4565,0.37650003917097097,0.8686397166666667,0.4558,33777440,472884160,5685.496788024902,10,cifar10,label,0.1,5,46
15,4.160315417480469,0.4558,0.3836112268163691,0.8671089444444444,0.4569,33777440,506661600,5685.496788024902,10,cifar10,label,0.1,5,46
16,4.5749079010009766,0.4569,0.38286046267732515,0.8663427,0.4679,33777440,540439040,5685.496788024902,10,cifar10,label,0.1,5,46
17,4.26105560760498,0.4679,0.3918412098173372,0.8687767888888889,0.4603,33777440,574216480,5685.496788024902,10,cifar10,label,0.1,5,46
18,4.750199010467529,0.4603,0.38342232694364586,0.8686205944444445,0.4642,33777440,607993920,5685.496788024902,10,cifar10,label,0.1,5,46
19,4.903212950134277,0.4642,0.3973515527158219,0.8654878500000001,0.4714,33777440,641771360,5685.496788024902,10,cifar10,label,0.1,5,46
20,5.467795960998536,0.4714,0.40236685081802015,0.8702425666666667,0.472,33777440,675548800,5685.496788024902,10,cifar10,label,0.1,5,46
21,5.256974786376953,0.472,0.4030098148758897,0.8698162111111112,0.4705,33777440,709326240,5685.496788024902,10,cifar10,label,0.1,5,46
22,5.6414985153198245,0.4705,0.4033218668392277,0.8676836611111112,0.4694,33777440,743103680,5685.496788024902,10,cifar10,label,0.1,5,46
23,5.454239500427246,0.4694,0.40036029466060985,0.8674254833333335,0.4674,33777440,776881120,5685.496788024902,10,cifar10,label,0.1,5,46
24,6.102667683410645,0.4674,0.3967923177393102,0.8649210166666667,0.4713,33777440,810658560,5685.496788024902,10,cifar10,label,0.1,5,46
25,5.936517388916015,0.4713,0.40037100060907777,0.8639773500000001,0.4701,33777440,844436000,5685.496788024902,10,cifar10,label,0.1,5,46
26,6.001933251953125,0.4701,0.40693142876246985,0.8666307999999999,0.4712,33777440,878213440,5685.496788024902,10,cifar10,label,0.1,5,46
27,6.530924641418457,0.4712,0.40127114820853726,0.8649633111111111,0.4738,33777440,911990880,5685.496788024902,10,cifar10,label,0.1,5,46
28,6.629437097167969,0.4738,0.4033634063405301,0.8655094944444445,0.4694,33777440,945768320,5685.496788024902,10,cifar10,label,0.1,5,46
29,6.682265406799316,0.4694,0.4011365970407558,0.8639519388888889,0.4734,33777440,979545760,5685.496788024902,10,cifar10,label,0.1,5,46
30,7.237004176330567,0.4734,0.40749844383601086,0.8625401388888889,0.4745,33777440,1013323200,5685.496788024902,10,cifar10,label,0.1,5,46
31,7.134125451660156,0.4745,0.402984193247243,0.8633461666666667,0.0,33777440,1047100640,5685.496788024902,10,cifar10,label,0.1,5,46
