round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.3077149311065672,0.0979,0.021649822421351224,0.4934059111111111,0.6479,33777440,33777440,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
2,1.0197760864257812,0.6479,0.6433567022314511,0.9419622388888887,0.6831,33777440,67554880,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
3,0.9140334406852723,0.6831,0.6778658452992238,0.9526220944444445,0.7217,33777440,101332320,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
4,0.8135553471565247,0.7217,0.7196297666345949,0.9596115333333334,0.7195,33777440,135109760,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
5,0.8179319324493408,0.7195,0.7165809084011177,0.9605893444444444,0.7141,33777440,168887200,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
6,0.8642859554290772,0.7141,0.7129039988086263,0.959301311111111,0.7196,33777440,202664640,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
7,0.8677839502334594,0.7196,0.7214217755635157,0.9602594333333334,0.6996,33777440,236442080,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
8,0.9706774759292602,0.6996,0.6979099657762389,0.9581857277777779,0.7221,33777440,270219520,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
9,0.912714002609253,0.7221,0.7212985169046796,0.9607085000000002,0.708,33777440,303996960,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
10,0.9962540943145752,0.708,0.7076293700995879,0.9588772777777779,0.7078,33777440,337774400,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
11,1.007301935195923,0.7078,0.7090906572329244,0.9590930944444445,0.711,33777440,371551840,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
12,1.0482304096221924,0.711,0.7123822871797066,0.9588358333333333,0.6846,33777440,405329280,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
13,1.18225899143219,0.6846,0.6864328627629752,0.9568499888888888,0.6959,33777440,439106720,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
14,1.1750602924346925,0.6959,0.6983295936384408,0.9573740777777779,0.7039,33777440,472884160,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
15,1.1581130840301515,0.7039,0.706396974991809,0.9561532055555556,0.7005,33777440,506661600,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
16,1.2245858993530274,0.7005,0.7010780022112199,0.9551693666666667,0.7093,33777440,540439040,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
17,1.207346099472046,0.7093,0.7104410212965703,0.9570547833333333,0.7073,33777440,574216480,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
18,1.2560611873626708,0.7073,0.7083596575061111,0.9552982444444444,0.7086,33777440,607993920,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
19,1.272567039680481,0.7086,0.7091277667466096,0.9547473666666665,0.7017,33777440,641771360,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
20,1.3656685569763183,0.7017,0.7040712839286114,0.9533217277777778,0.6924,33777440,675548800,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
21,1.4297199571609498,0.6924,0.6956285653098111,0.9521680499999998,0.7041,33777440,709326240,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
22,1.3612254955291747,0.7041,0.7078108834747817,0.9555469166666667,0.6836,33777440,743103680,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
23,1.617549158859253,0.6836,0.6824964470297218,0.952603311111111,0.6928,33777440,776881120,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
24,1.5976626962661744,0.6928,0.6957923814957483,0.9519105055555555,0.7068,33777440,810658560,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
25,1.5655860160827637,0.7068,0.7055608542459423,0.9548583888888889,0.6693,33777440,844436000,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
26,1.9092845195770263,0.6693,0.6679830198578063,0.9499382777777777,0.6812,33777440,878213440,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
27,1.8369639751434326,0.6812,0.6813203875076754,0.9514754388888889,0.7004,33777440,911990880,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
28,1.730551759338379,0.7004,0.7016321247465434,0.9536179944444445,0.7105,33777440,945768320,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
29,1.6500521255493164,0.7105,0.7119060956851613,0.9563639499999999,0.7121,33777440,979545760,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
30,1.72046064453125,0.7121,0.7130161083448823,0.9563240722222222,0.7063,33777440,1013323200,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
31,1.8173580783843994,0.7063,0.7068199761875285,0.9556239499999999,0.0,33777440,1047100640,5121.944028139114,10,cifar10,quantity,0.1,0.01,5,64,45
