round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.1767,118221040,118221040,3076.980833053589,35,cifar10,label,0.1,1,46
2,2.326099227142334,0.1767,0.11224173874298497,0.7090298111111111,0.2315,118221040,236442080,3076.980833053589,35,cifar10,label,0.1,1,46
3,2.2167437820434572,0.2315,0.17283024426347313,0.7090879944444444,0.2438,118221040,354663120,3076.980833053589,35,cifar10,label,0.1,1,46
4,2.208785928726196,0.2438,0.14665050834788143,0.7530140277777778,0.2772,118221040,472884160,3076.980833053589,35,cifar10,label,0.1,1,46
5,2.108987777709961,0.2772,0.20119263075345425,0.7667758944444445,0.2851,118221040,591105200,3076.980833053589,35,cifar10,label,0.1,1,46
6,2.1003752487182616,0.2851,0.19195043331093595,0.7875381777777777,0.2941,118221040,709326240,3076.980833053589,35,cifar10,label,0.1,1,46
7,2.0178974565505983,0.2941,0.21332116381608618,0.7987079222222222,0.2984,118221040,827547280,3076.980833053589,35,cifar10,label,0.1,1,46
8,2.0619591953277587,0.2984,0.1918547232788999,0.8052919388888888,0.3024,118221040,945768320,3076.980833053589,35,cifar10,label,0.1,1,46
9,1.965135795211792,0.3024,0.22333220424654546,0.8126560722222221,0.3099,118221040,1063989360,3076.980833053589,35,cifar10,label,0.1,1,46
10,2.0385952018737794,0.3099,0.2042587262010132,0.8139748500000001,0.3068,118221040,1182210400,3076.980833053589,35,cifar10,label,0.1,1,46
11,1.9168351013183593,0.3068,0.2394357225208672,0.8252739666666665,0.3126,118221040,1300431440,3076.980833053589,35,cifar10,label,0.1,1,46
12,2.0385414699554443,0.3126,0.21989701757630895,0.8089192055555557,0.2976,118221040,1418652480,3076.980833053589,35,cifar10,label,0.1,1,46
13,1.9443599571228027,0.2976,0.24299913527163725,0.8287864722222222,0.2821,118221040,1536873520,3076.980833053589,35,cifar10,label,0.1,1,46
14,2.156208164215088,0.2821,0.20321145656825293,0.7868054333333332,0.2424,118221040,1655094560,3076.980833053589,35,cifar10,label,0.1,1,46
15,2.297606192779541,0.2424,0.1594272834436612,0.8030638111111111,0.259,118221040,1773315600,3076.980833053589,35,cifar10,label,0.1,1,46
16,2.224096800994873,0.259,0.1815011682294631,0.7736991666666666,0.2236,118221040,1891536640,3076.980833053589,35,cifar10,label,0.1,1,46
17,2.495664124298096,0.2236,0.13026865992510459,0.7994101666666669,0.2664,118221040,2009757680,3076.980833053589,35,cifar10,label,0.1,1,46
18,2.1738313179016115,0.2664,0.18951689351646758,0.7803309777777778,0.2355,118221040,2127978720,3076.980833053589,35,cifar10,label,0.1,1,46
19,2.423016608810425,0.2355,0.14159252879226053,0.8121350722222223,0.2816,118221040,2246199760,3076.980833053589,35,cifar10,label,0.1,1,46
20,2.082808373260498,0.2816,0.20813043185483088,0.8016407833333334,0.2611,118221040,2364420800,3076.980833053589,35,cifar10,label,0.1,1,46
21,2.2557745071411133,0.2611,0.17811482333388998,0.8233001611111112,0.2945,118221040,2482641840,3076.980833053589,35,cifar10,label,0.1,1,46
22,2.0302561241149903,0.2945,0.219473034873808,0.8167851166666666,0.2687,118221040,2600862880,3076.980833053589,35,cifar10,label,0.1,1,46
23,2.206901626777649,0.2687,0.18807149726207364,0.8320190333333335,0.3108,118221040,2719083920,3076.980833053589,35,cifar10,label,0.1,1,46
24,1.993416473388672,0.3108,0.23647261726502095,0.8246153666666667,0.2885,118221040,2837304960,3076.980833053589,35,cifar10,label,0.1,1,46
25,2.0977151210784912,0.2885,0.2152090002221465,0.8416750111111112,0.3201,118221040,2955526000,3076.980833053589,35,cifar10,label,0.1,1,46
26,1.9855317070007323,0.3201,0.2474479346831878,0.8281556833333333,0.2988,118221040,3073747040,3076.980833053589,35,cifar10,label,0.1,1,46
27,2.063932986450195,0.2988,0.22992335630225652,0.8457861777777778,0.3269,118221040,3191968080,3076.980833053589,35,cifar10,label,0.1,1,46
28,1.9744328742980957,0.3269,0.25377514589272965,0.831051211111111,0.3079,118221040,3310189120,3076.980833053589,35,cifar10,label,0.1,1,46
29,2.0308727081298827,0.3079,0.24159674414569993,0.8495971888888889,0.3381,118221040,3428410160,3076.980833053589,35,cifar10,label,0.1,1,46
30,1.919513494491577,0.3381,0.26528103430984185,0.8402205055555555,0.3236,118221040,3546631200,3076.980833053589,35,cifar10,label,0.1,1,46
31,1.9765790275573731,0.3236,0.26050569000022533,0.8550039944444444,0.0,118221040,3664852240,3076.980833053589,35,cifar10,label,0.1,1,46
