round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.301845955276489,0.0893,0.04861367622650547,0.5350526888888889,0.4525,118221040,118221040,3693.0311963558197,35,cifar10,quantity,0.5,5,44
2,1.660910521697998,0.4525,0.4319208862599925,0.8712079444444445,0.5779,118221040,236442080,3693.0311963558197,35,cifar10,quantity,0.5,5,44
3,1.2061401416778565,0.5779,0.5752613077416158,0.91447,0.6192,118221040,354663120,3693.0311963558197,35,cifar10,quantity,0.5,5,44
4,1.0885705101013183,0.6192,0.6178954839121027,0.9299496111111111,0.6481,118221040,472884160,3693.0311963558197,35,cifar10,quantity,0.5,5,44
5,1.0290940370559691,0.6481,0.6466634659051744,0.9379563,0.6639,118221040,591105200,3693.0311963558197,35,cifar10,quantity,0.5,5,44
6,1.0095322778701783,0.6639,0.6614115653628008,0.9422638166666666,0.6719,118221040,709326240,3693.0311963558197,35,cifar10,quantity,0.5,5,44
7,1.008826397895813,0.6719,0.6697245684567371,0.9448605000000001,0.6769,118221040,827547280,3693.0311963558197,35,cifar10,quantity,0.5,5,44
8,1.0238230314254761,0.6769,0.6752784828060612,0.9464161777777778,0.6811,118221040,945768320,3693.0311963558197,35,cifar10,quantity,0.5,5,44
9,1.0582708967208863,0.6811,0.6791153372042482,0.9471791222222222,0.6837,118221040,1063989360,3693.0311963558197,35,cifar10,quantity,0.5,5,44
10,1.1050372106552124,0.6837,0.6805835150288846,0.9475424888888888,0.6852,118221040,1182210400,3693.0311963558197,35,cifar10,quantity,0.5,5,44
11,1.1473370935440064,0.6852,0.6813112229817293,0.9478299611111112,0.6852,118221040,1300431440,3693.0311963558197,35,cifar10,quantity,0.5,5,44
12,1.18614361743927,0.6852,0.6815025357835852,0.9482593999999999,0.6869,118221040,1418652480,3693.0311963558197,35,cifar10,quantity,0.5,5,44
13,1.2235947158813476,0.6869,0.6848534367450572,0.9482832444444445,0.69,118221040,1536873520,3693.0311963558197,35,cifar10,quantity,0.5,5,44
14,1.2598896076202393,0.69,0.6874051532557941,0.9480713166666668,0.6908,118221040,1655094560,3693.0311963558197,35,cifar10,quantity,0.5,5,44
15,1.295855832862854,0.6908,0.6886340534216238,0.9484686944444445,0.6913,118221040,1773315600,3693.0311963558197,35,cifar10,quantity,0.5,5,44
16,1.3279263188362123,0.6913,0.6884188654966054,0.9483351055555556,0.6924,118221040,1891536640,3693.0311963558197,35,cifar10,quantity,0.5,5,44
17,1.3673795104980468,0.6924,0.6901252453843132,0.9484323833333335,0.6912,118221040,2009757680,3693.0311963558197,35,cifar10,quantity,0.5,5,44
18,1.4017132141113282,0.6912,0.688692114598858,0.9483696666666667,0.6912,118221040,2127978720,3693.0311963558197,35,cifar10,quantity,0.5,5,44
19,1.424737335395813,0.6912,0.6885604026444521,0.9481750388888889,0.6914,118221040,2246199760,3693.0311963558197,35,cifar10,quantity,0.5,5,44
20,1.4510862327575684,0.6914,0.6883596891315689,0.948344438888889,0.6913,118221040,2364420800,3693.0311963558197,35,cifar10,quantity,0.5,5,44
21,1.4910781427383424,0.6913,0.6884940156106805,0.9488361777777777,0.6901,118221040,2482641840,3693.0311963558197,35,cifar10,quantity,0.5,5,44
22,1.510436826324463,0.6901,0.6870360559054707,0.9483776555555554,0.6889,118221040,2600862880,3693.0311963558197,35,cifar10,quantity,0.5,5,44
23,1.5599612422943114,0.6889,0.6866930318111376,0.9479576944444446,0.6882,118221040,2719083920,3693.0311963558197,35,cifar10,quantity,0.5,5,44
24,1.573281174659729,0.6882,0.6848995742921288,0.9478923166666668,0.6909,118221040,2837304960,3693.0311963558197,35,cifar10,quantity,0.5,5,44
25,1.6036666625976563,0.6909,0.6892795651643687,0.9478456944444444,0.6879,118221040,2955526000,3693.0311963558197,35,cifar10,quantity,0.5,5,44
26,1.5996087440490723,0.6879,0.6856218639185365,0.9479040666666666,0.6875,118221040,3073747040,3693.0311963558197,35,cifar10,quantity,0.5,5,44
27,1.6289089992523194,0.6875,0.685416864615895,0.9481640888888888,0.6887,118221040,3191968080,3693.0311963558197,35,cifar10,quantity,0.5,5,44
28,1.646718690109253,0.6887,0.6859559056018317,0.9475126111111111,0.6886,118221040,3310189120,3693.0311963558197,35,cifar10,quantity,0.5,5,44
29,1.6537690061569215,0.6886,0.6862518751314425,0.9474697944444446,0.6878,118221040,3428410160,3693.0311963558197,35,cifar10,quantity,0.5,5,44
30,1.6884120853424072,0.6878,0.6845732609644044,0.9476852888888889,0.6875,118221040,3546631200,3693.0311963558197,35,cifar10,quantity,0.5,5,44
