round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.1922,118221040,118221040,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
2,2.3463610061645506,0.1922,0.08954277826062704,0.7246496333333333,0.2677,118221040,236442080,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
3,2.1386617515563966,0.2677,0.18267746646580107,0.7721555777777778,0.2978,118221040,354663120,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
4,2.0886409774780272,0.2978,0.22018561037938272,0.7924193888888889,0.3403,118221040,472884160,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
5,2.0004821954727174,0.3403,0.26685336677206795,0.8129809722222223,0.3445,118221040,591105200,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
6,1.956050564956665,0.3445,0.2621686020807491,0.8242981055555555,0.367,118221040,709326240,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
7,1.8914456073760986,0.367,0.29559247201827643,0.8357462722222223,0.3728,118221040,827547280,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
8,1.8531861211776732,0.3728,0.2940293613130092,0.8439076,0.3854,118221040,945768320,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
9,1.8084046882629394,0.3854,0.3136642443238568,0.8518341111111111,0.3943,118221040,1063989360,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
10,1.7824158683776856,0.3943,0.3202676734367935,0.8574670888888889,0.4058,118221040,1182210400,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
11,1.745657374572754,0.4058,0.3355541023994974,0.8633498944444444,0.4109,118221040,1300431440,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
12,1.7182308448791503,0.4109,0.3408729370828192,0.8681004388888889,0.4192,118221040,1418652480,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
13,1.6906949796676636,0.4192,0.35356296903262324,0.872000661111111,0.4263,118221040,1536873520,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
14,1.6679441276550293,0.4263,0.3614137152168303,0.8759341555555556,0.4347,118221040,1655094560,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
15,1.6468922304153442,0.4347,0.3712576674246048,0.8791578,0.4403,118221040,1773315600,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
16,1.6287799869537354,0.4403,0.37840902584615316,0.8817545611111111,0.4483,118221040,1891536640,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
17,1.6095935195922852,0.4483,0.3880014203827168,0.8843109555555555,0.4545,118221040,2009757680,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
18,1.590046196937561,0.4545,0.3955943899897309,0.886685111111111,0.4624,118221040,2127978720,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
19,1.5709816989898682,0.4624,0.4052402291974116,0.8886990888888888,0.4673,118221040,2246199760,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
20,1.5547125761032103,0.4673,0.410731150548829,0.8908066277777777,0.4758,118221040,2364420800,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
21,1.5384348178863525,0.4758,0.42046511111344803,0.8927153111111112,0.4821,118221040,2482641840,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
22,1.5260386390686036,0.4821,0.4272129628600053,0.89419795,0.4905,118221040,2600862880,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
23,1.5118016372680665,0.4905,0.4364476817861506,0.8957852666666666,0.4948,118221040,2719083920,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
24,1.5002742822647095,0.4948,0.4412270656071894,0.8971593333333334,0.5015,118221040,2837304960,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
25,1.4868950071334839,0.5015,0.4490964342597833,0.8986753833333333,0.505,118221040,2955526000,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
26,1.4775818864822388,0.505,0.4528722006500449,0.8997693999999999,0.5081,118221040,3073747040,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
27,1.46785357837677,0.5081,0.45629902573763187,0.9009059888888888,0.5135,118221040,3191968080,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
28,1.4568563961029053,0.5135,0.4623690532715755,0.9021239166666668,0.5156,118221040,3310189120,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
29,1.4496177230834961,0.5156,0.46455275892056314,0.9029121055555555,0.5209,118221040,3428410160,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
30,1.4359994998931884,0.5209,0.46971211702479165,0.9040786833333334,0.5254,118221040,3546631200,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
31,1.4261354913711548,0.5254,0.4747443340422396,0.9051900388888889,0.0,118221040,3664852240,3138.558596611023,35,cifar10,label,0.1,0.01,1,64,46
