round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.1598,118221040,118221040,5467.298134326935,35,cifar10,label,0.1,1,46
2,2.2966848937988282,0.1598,0.08190510973781132,0.6872293722222221,0.2297,118221040,236442080,5467.298134326935,35,cifar10,label,0.1,1,46
3,2.232248354721069,0.2297,0.1422898946785231,0.7329784833333333,0.2391,118221040,354663120,5467.298134326935,35,cifar10,label,0.1,1,46
4,2.179647373199463,0.2391,0.1678353934257582,0.7486095611111112,0.2607,118221040,472884160,5467.298134326935,35,cifar10,label,0.1,1,46
5,2.123638102912903,0.2607,0.1862306567822195,0.7723911666666667,0.2631,118221040,591105200,5467.298134326935,35,cifar10,label,0.1,1,46
6,2.084916864013672,0.2631,0.18958566596087742,0.7917772055555556,0.2852,118221040,709326240,5467.298134326935,35,cifar10,label,0.1,1,46
7,2.035247122383118,0.2852,0.20808094600009236,0.8061320944444447,0.3032,118221040,827547280,5467.298134326935,35,cifar10,label,0.1,1,46
8,1.9874413293838502,0.3032,0.2221050312000204,0.8191581555555556,0.3108,118221040,945768320,5467.298134326935,35,cifar10,label,0.1,1,46
9,1.9530577606201172,0.3108,0.23011340094609115,0.826921011111111,0.324,118221040,1063989360,5467.298134326935,35,cifar10,label,0.1,1,46
10,1.912545671081543,0.324,0.24192671227991594,0.834421561111111,0.3309,118221040,1182210400,5467.298134326935,35,cifar10,label,0.1,1,46
11,1.8801421802520752,0.3309,0.24796280160738826,0.84034225,0.3377,118221040,1300431440,5467.298134326935,35,cifar10,label,0.1,1,46
12,1.85660843334198,0.3377,0.25570933289031195,0.8451788166666667,0.341,118221040,1418652480,5467.298134326935,35,cifar10,label,0.1,1,46
13,1.8308195980072022,0.341,0.2608548350347445,0.8489975944444443,0.348,118221040,1536873520,5467.298134326935,35,cifar10,label,0.1,1,46
14,1.8087556560516358,0.348,0.2679594825351126,0.8522933277777778,0.3516,118221040,1655094560,5467.298134326935,35,cifar10,label,0.1,1,46
15,1.788442533493042,0.3516,0.27446053987895286,0.855807738888889,0.3544,118221040,1773315600,5467.298134326935,35,cifar10,label,0.1,1,46
16,1.7747390001296997,0.3544,0.27772757014083205,0.858246788888889,0.3611,118221040,1891536640,5467.298134326935,35,cifar10,label,0.1,1,46
17,1.7595038650512695,0.3611,0.28535411907406044,0.8605685388888888,0.3664,118221040,2009757680,5467.298134326935,35,cifar10,label,0.1,1,46
18,1.7416871349334717,0.3664,0.2923004200686647,0.8638295555555555,0.3718,118221040,2127978720,5467.298134326935,35,cifar10,label,0.1,1,46
19,1.731266724205017,0.3718,0.2993125037291636,0.8660121888888888,0.3792,118221040,2246199760,5467.298134326935,35,cifar10,label,0.1,1,46
20,1.7211359958648682,0.3792,0.3095879396529574,0.8679894666666668,0.3846,118221040,2364420800,5467.298134326935,35,cifar10,label,0.1,1,46
21,1.7056213064193726,0.3846,0.3165395708202927,0.8704151277777779,0.3902,118221040,2482641840,5467.298134326935,35,cifar10,label,0.1,1,46
22,1.6886801822662354,0.3902,0.3250331739120712,0.8724573055555555,0.3961,118221040,2600862880,5467.298134326935,35,cifar10,label,0.1,1,46
23,1.6771798906326294,0.3961,0.33183754534997895,0.8743074944444444,0.3997,118221040,2719083920,5467.298134326935,35,cifar10,label,0.1,1,46
24,1.6611990098953247,0.3997,0.33597683356068087,0.8766263555555556,0.4054,118221040,2837304960,5467.298134326935,35,cifar10,label,0.1,1,46
25,1.6499318336486817,0.4054,0.34358112813407116,0.8780839388888889,0.4115,118221040,2955526000,5467.298134326935,35,cifar10,label,0.1,1,46
26,1.6332074590682983,0.4115,0.350142454167426,0.8803070888888888,0.4147,118221040,3073747040,5467.298134326935,35,cifar10,label,0.1,1,46
27,1.6210484912872314,0.4147,0.3550970915393875,0.8815740944444445,0.4208,118221040,3191968080,5467.298134326935,35,cifar10,label,0.1,1,46
28,1.6066140911102296,0.4208,0.36312548163594605,0.8834282722222222,0.4272,118221040,3310189120,5467.298134326935,35,cifar10,label,0.1,1,46
29,1.594307543182373,0.4272,0.3717970986597052,0.8852342222222221,0.4273,118221040,3428410160,5467.298134326935,35,cifar10,label,0.1,1,46
30,1.588443822288513,0.4273,0.371857035272432,0.8861463500000001,0.4306,118221040,3546631200,5467.298134326935,35,cifar10,label,0.1,1,46
