round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.5664,84443600,84443600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
2,1.2826249866485595,0.5664,0.5619993189314656,0.9151426,0.6443,84443600,168887200,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
3,1.0385449998855592,0.6443,0.6403555006990151,0.9369162222222223,0.6683,84443600,253330800,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
4,0.9840344751358032,0.6683,0.6654571841779211,0.9431798777777777,0.6791,84443600,337774400,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
5,0.9865682336807251,0.6791,0.6765042230280516,0.9449925,0.6813,84443600,422218000,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
6,1.0297905937194824,0.6813,0.6798815765067258,0.944645061111111,0.6821,84443600,506661600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
7,1.1068599553108216,0.6821,0.6827990748823983,0.9442142611111113,0.6829,84443600,591105200,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
8,1.2297688497543335,0.6829,0.6829474100241135,0.9435731666666666,0.6714,84443600,675548800,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
9,1.410196526145935,0.6714,0.6752529427982235,0.9415913611111112,0.6693,84443600,759992400,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
10,1.5448280881881713,0.6693,0.6728605564230511,0.9406595666666666,0.6793,84443600,844436000,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
11,1.608101072692871,0.6793,0.6813055905934313,0.9427214055555556,0.6801,84443600,928879600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
12,1.699596864414215,0.6801,0.6801833119501138,0.9417482333333334,0.684,84443600,1013323200,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
13,1.833570605659485,0.684,0.6830257006551059,0.9422498222222222,0.6853,84443600,1097766800,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
14,1.9675919023513795,0.6853,0.6851816751099091,0.9427402333333333,0.6886,84443600,1182210400,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
15,2.0478219757080076,0.6886,0.6883366415153483,0.9432229944444444,0.6822,84443600,1266654000,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
16,2.056115276145935,0.6822,0.6802881556253391,0.9421791222222222,0.682,84443600,1351097600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
17,2.1153719367980957,0.682,0.6808325970424677,0.9409528166666666,0.6813,84443600,1435541200,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
18,2.217118313217163,0.6813,0.6822511225012609,0.9420941666666666,0.6825,84443600,1519984800,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
19,2.2909874784469606,0.6825,0.6826332079661104,0.9422128555555556,0.6867,84443600,1604428400,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
20,2.346634016036987,0.6867,0.6871126866554108,0.9429765833333332,0.68,84443600,1688872000,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
21,2.3792019124984742,0.68,0.6799392086406681,0.9416316555555557,0.6885,84443600,1773315600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
22,2.453714450454712,0.6885,0.6883448138956134,0.9435176833333333,0.6893,84443600,1857759200,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
23,2.5321057430267335,0.6893,0.6894016899615064,0.9428713555555556,0.6865,84443600,1942202800,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
24,2.533391765213013,0.6865,0.6863460904873938,0.943430761111111,0.6888,84443600,2026646400,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
25,2.585026106452942,0.6888,0.6885697079598627,0.943737511111111,0.6857,84443600,2111090000,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
26,2.57859662361145,0.6857,0.6849939816430077,0.9428773222222222,0.6873,84443600,2195533600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
27,2.651269849395752,0.6873,0.687252171983078,0.9431662111111111,0.6825,84443600,2279977200,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
28,2.68508105430603,0.6825,0.6819400119519113,0.9420600722222222,0.6829,84443600,2364420800,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
29,2.5553290473937986,0.6829,0.6824305423546945,0.9406951833333332,0.6835,84443600,2448864400,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
30,2.680225029373169,0.6835,0.6830698053435733,0.9426094833333332,0.6843,84443600,2533308000,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
31,2.6617518592834473,0.6843,0.6837975372031107,0.9420219722222223,0.0,84443600,2617751600,3146.385087251663,25,cifar10,quantity,0.1,0.01,5,64,46
