round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,local_epochs,seed
1,2.29947508392334,0.1045,0.036501414715106956,0.5703879277777778,0.7148,33777440,33777440,4145.483901023865,10,cifar10,quantity,0.1,5,46
2,0.8281959922790527,0.7148,0.7112237700115484,0.9580686944444444,0.7287,33777440,67554880,4145.483901023865,10,cifar10,quantity,0.1,5,46
3,0.8503212413787842,0.7287,0.724388258755674,0.9611852777777777,0.7251,33777440,101332320,4145.483901023865,10,cifar10,quantity,0.1,5,46
4,1.036170764541626,0.7251,0.7233850997133657,0.9585500944444444,0.7192,33777440,135109760,4145.483901023865,10,cifar10,quantity,0.1,5,46
5,1.3543134046554566,0.7192,0.7175172072411302,0.9562428111111112,0.7111,33777440,168887200,4145.483901023865,10,cifar10,quantity,0.1,5,46
6,1.691114879989624,0.7111,0.7094313006811854,0.9538124666666666,0.7116,33777440,202664640,4145.483901023865,10,cifar10,quantity,0.1,5,46
7,1.9663908748626708,0.7116,0.7087928768913297,0.9546182388888889,0.7144,33777440,236442080,4145.483901023865,10,cifar10,quantity,0.1,5,46
8,2.1936998929977416,0.7144,0.7133057511238786,0.9537783833333334,0.7121,33777440,270219520,4145.483901023865,10,cifar10,quantity,0.1,5,46
9,2.3924471687316893,0.7121,0.7111745636500046,0.9533327833333335,0.7074,33777440,303996960,4145.483901023865,10,cifar10,quantity,0.1,5,46
10,2.5658758686065672,0.7074,0.7050341335299806,0.9527404777777777,0.7094,33777440,337774400,4145.483901023865,10,cifar10,quantity,0.1,5,46
11,2.73742554397583,0.7094,0.7088224035596813,0.9525371666666667,0.7073,33777440,371551840,4145.483901023865,10,cifar10,quantity,0.1,5,46
12,2.759180891418457,0.7073,0.7079253633465514,0.9518468277777776,0.6992,33777440,405329280,4145.483901023865,10,cifar10,quantity,0.1,5,46
13,2.8698470710754393,0.6992,0.6992082688300902,0.9521822777777779,0.6975,33777440,439106720,4145.483901023865,10,cifar10,quantity,0.1,5,46
14,2.966682024383545,0.6975,0.6969486945927343,0.9503040611111112,0.7032,33777440,472884160,4145.483901023865,10,cifar10,quantity,0.1,5,46
15,3.118582949066162,0.7032,0.7029889249997628,0.9523897111111111,0.6971,33777440,506661600,4145.483901023865,10,cifar10,quantity,0.1,5,46
16,3.205068285751343,0.6971,0.6975250627764517,0.9503508666666665,0.7078,33777440,540439040,4145.483901023865,10,cifar10,quantity,0.1,5,46
17,3.296003723144531,0.7078,0.7068940490771403,0.9521822722222222,0.6998,33777440,574216480,4145.483901023865,10,cifar10,quantity,0.1,5,46
18,3.438652241516113,0.6998,0.701022624816533,0.9509664888888889,0.7032,33777440,607993920,4145.483901023865,10,cifar10,quantity,0.1,5,46
19,3.556261003112793,0.7032,0.7033854084846365,0.9508701166666667,0.7073,33777440,641771360,4145.483901023865,10,cifar10,quantity,0.1,5,46
20,3.6133545501708983,0.7073,0.7055266785153479,0.9514611666666667,0.7075,33777440,675548800,4145.483901023865,10,cifar10,quantity,0.1,5,46
21,3.7289329795837403,0.7075,0.7069837549621474,0.9514145111111112,0.7066,33777440,709326240,4145.483901023865,10,cifar10,quantity,0.1,5,46
22,3.7557566467285155,0.7066,0.706976362468787,0.9515367055555555,0.6977,33777440,743103680,4145.483901023865,10,cifar10,quantity,0.1,5,46
23,3.9920646461486817,0.6977,0.6988990435718783,0.9500073611111113,0.7011,33777440,776881120,4145.483901023865,10,cifar10,quantity,0.1,5,46
24,4.133992314910889,0.7011,0.7010833012059244,0.9504666777777777,0.7087,33777440,810658560,4145.483901023865,10,cifar10,quantity,0.1,5,46
25,4.09139056854248,0.7087,0.707304946070202,0.9520400666666667,0.7048,33777440,844436000,4145.483901023865,10,cifar10,quantity,0.1,5,46
26,4.363384571075439,0.7048,0.7034760569508719,0.9514239444444443,0.7035,33777440,878213440,4145.483901023865,10,cifar10,quantity,0.1,5,46
27,4.2703569213867185,0.7035,0.7022001111116908,0.9505328888888889,0.7066,33777440,911990880,4145.483901023865,10,cifar10,quantity,0.1,5,46
28,4.415746772766114,0.7066,0.7059261039345128,0.9497134666666666,0.7059,33777440,945768320,4145.483901023865,10,cifar10,quantity,0.1,5,46
29,4.261966580963135,0.7059,0.7061154357461228,0.9517606166666667,0.7076,33777440,979545760,4145.483901023865,10,cifar10,quantity,0.1,5,46
30,4.7744013229370115,0.7076,0.7050350483486991,0.9513186888888889,0.6991,33777440,1013323200,4145.483901023865,10,cifar10,quantity,0.1,5,46
