round,global_loss,global_accuracy,f1_score,auc,worst_client_acc,round_traffic_bytes,total_traffic_bytes,total_runtime,num_clients,dataset,skew_type,alpha,proximal_mu,local_epochs,batch_size,seed
1,2.301845955276489,0.0893,0.04861367622650547,0.5350526888888889,0.5098,118221040,118221040,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
2,1.5165659152984619,0.5098,0.48287288342953294,0.8904629500000001,0.5995,118221040,236442080,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
3,1.1275283966064453,0.5995,0.5879843674455814,0.9264816055555555,0.6411,118221040,354663120,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
4,1.0218742612838745,0.6411,0.6306511151262175,0.9384013222222223,0.6664,118221040,472884160,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
5,0.9683873308181763,0.6664,0.6585207356780497,0.9446623777777777,0.6835,118221040,591105200,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
6,0.940526614189148,0.6835,0.6773501981569374,0.9486750722222222,0.6903,118221040,709326240,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
7,0.9251144367218017,0.6903,0.6848864527641121,0.951162622222222,0.6963,118221040,827547280,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
8,0.9375501750946045,0.6963,0.6911586501583811,0.9520207777777777,0.6962,118221040,945768320,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
9,0.973266660118103,0.6962,0.6915638033119982,0.9522610666666667,0.6933,118221040,1063989360,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
10,1.016510509109497,0.6933,0.6896238539439085,0.9521622277777777,0.6959,118221040,1182210400,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
11,1.0650878131866455,0.6959,0.6921637066699494,0.9518260388888888,0.696,118221040,1300431440,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
12,1.1147314758300781,0.696,0.6933428597946053,0.9516935222222221,0.6938,118221040,1418652480,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
13,1.1661088912963866,0.6938,0.6911680741448467,0.9512046111111111,0.6932,118221040,1536873520,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
14,1.230996245765686,0.6932,0.6887271752523223,0.9509942222222222,0.6988,118221040,1655094560,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
15,1.2501887239456178,0.6988,0.697357797193719,0.9515849944444443,0.6976,118221040,1773315600,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
16,1.309833392906189,0.6976,0.6957845839432742,0.951619988888889,0.696,118221040,1891536640,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
17,1.3487850467681886,0.696,0.6946252207054477,0.952102588888889,0.6962,118221040,2009757680,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
18,1.3921539531707763,0.6962,0.6936036691609134,0.951786,0.6988,118221040,2127978720,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
19,1.436935757446289,0.6988,0.6969497284849204,0.9512625,0.6955,118221040,2246199760,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
20,1.4775713554382324,0.6955,0.6934197298527017,0.9515896611111112,0.6941,118221040,2364420800,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
21,1.5071989955902099,0.6941,0.690711208349871,0.9511674555555556,0.6972,118221040,2482641840,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
22,1.5360892642974853,0.6972,0.6944192345604254,0.9514154333333333,0.7016,118221040,2600862880,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
23,1.568434596824646,0.7016,0.6995800546827048,0.9524109777777777,0.6992,118221040,2719083920,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
24,1.5843170986175537,0.6992,0.6969315897259637,0.9514490444444444,0.6945,118221040,2837304960,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
25,1.610396446609497,0.6945,0.6926305215817228,0.9510123388888889,0.701,118221040,2955526000,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
26,1.6693680038452148,0.701,0.6994835887192934,0.9524877666666667,0.7037,118221040,3073747040,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
27,1.6737134044647217,0.7037,0.7026142511106556,0.9530004055555554,0.7016,118221040,3191968080,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
28,1.7128980026245118,0.7016,0.7007781748507022,0.9527250555555555,0.7005,118221040,3310189120,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
29,1.7133366353988648,0.7005,0.6987761179618699,0.9510232000000001,0.7012,118221040,3428410160,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
30,1.7175185190200806,0.7012,0.6998017648307762,0.9518463777777775,0.7024,118221040,3546631200,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
31,1.7544582319259643,0.7024,0.7016601721656002,0.9524087277777777,0.0,118221040,3664852240,4033.1246032714844,35,cifar10,quantity,0.5,0.01,5,64,44
